<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2007.10.28	1.44120	1.45270	1.43730	1.45040	42060	0	20
2007.11.04	1.45180	1.47510	1.44420	1.46790	50918	0	20
2007.11.11	1.46770	1.47280	1.45190	1.46610	53781	0	20
2007.11.18	1.46670	1.49660	1.46200	1.48360	45893	0	20
2007.11.25	1.48260	1.49050	1.46270	1.46380	48943	0	20
2007.12.02	1.46480	1.47690	1.45270	1.46570	45913	0	20
2007.12.09	1.46540	1.47500	1.44100	1.44290	45172	0	20
2007.12.16	1.44050	1.44530	1.43090	1.43810	43028	0	20
2007.12.23	1.43730	1.47280	1.43700	1.47210	20236	0	20
2007.12.30	1.47220	1.48230	1.45810	1.47400	29776	0	20
2008.01.06	1.47460	1.48190	1.46380	1.47760	47761	0	20
2008.01.13	1.48070	1.49210	1.45890	1.46200	59070	0	20
2008.01.20	1.45970	1.47780	1.43650	1.46810	82507	0	20
2008.01.27	1.46910	1.49490	1.46610	1.48010	58817	0	20
2008.02.03	1.47960	1.48470	1.44380	1.45040	57880	0	20
2008.02.10	1.45240	1.47070	1.44810	1.46810	51781	0	20
2008.02.17	1.46720	1.48610	1.46100	1.48280	52474	0	20
2008.02.24	1.48340	1.52380	1.47780	1.51780	64537	0	20
2008.03.02	1.52120	1.54620	1.51450	1.53540	65682	0	20
2008.03.09	1.53990	1.56870	1.52810	1.56730	73026	0	20
2008.03.16	1.57040	1.59020	1.53960	1.54320	96451	0	20
2008.03.23	1.54120	1.58590	1.53430	1.57940	66548	0	20
2008.03.30	1.58040	1.58960	1.55100	1.57370	73292	0	20
2008.04.06	1.57290	1.59130	1.56260	1.58070	65123	0	20
2008.04.13	1.57040	1.59830	1.56710	1.58160	71993	0	20
2008.04.20	1.58130	1.60180	1.55540	1.56290	79036	0	20
2008.04.27	1.56150	1.56930	1.53600	1.54230	71708	0	20
2008.05.04	1.54290	1.55940	1.52840	1.54800	59523	0	20
2008.05.11	1.54560	1.56010	1.53650	1.55760	64668	0	20
2008.05.18	1.55950	1.58130	1.54870	1.57610	55923	0	20
2008.05.25	1.57650	1.58180	1.54620	1.55540	52602	0	20
2008.06.01	1.55610	1.57770	1.53650	1.57770	66783	0	20
2008.06.08	1.57910	1.58430	1.53020	1.53790	74659	0	20
2008.06.15	1.54040	1.56510	1.53460	1.56060	57753	0	20
2008.06.22	1.56270	1.57910	1.54680	1.57910	58306	0	20
2008.06.29	1.57760	1.59080	1.56550	1.57060	57529	0	20
2008.07.06	1.56910	1.59420	1.56110	1.59380	62145	0	20
2008.07.13	1.59610	1.60380	1.57830	1.58470	69428	0	20
2008.07.20	1.58430	1.59440	1.56280	1.57090	62234	0	20
2008.07.27	1.56970	1.57680	1.55150	1.55640	53731	0	20
2008.08.03	1.55740	1.56310	1.49970	1.50050	65033	0	20
2008.08.10	1.49440	1.50830	1.46600	1.46890	80967	0	20
2008.08.17	1.46840	1.49080	1.46300	1.47930	54718	0	20
2008.08.24	1.47890	1.48110	1.45710	1.46780	67158	0	20
2008.08.31	1.47090	1.47230	1.41960	1.42670	83151	0	20
2008.09.07	1.43780	1.44280	1.38810	1.42230	104827	0	20
2008.09.14	1.42890	1.45420	1.40710	1.44670	165521	0	20
2008.09.21	1.44900	1.48670	1.44370	1.46130	104532	0	20
2008.09.28	1.45180	1.45690	1.37020	1.37700	134817	0	20
2008.10.05	1.36370	1.37850	1.32580	1.34080	185646	0	20
2008.10.12	1.35710	1.37680	1.33450	1.34080	151231	0	20
2008.10.19	1.34050	1.35300	1.24970	1.26230	159879	0	20
2008.10.26	1.25750	1.32880	1.23300	1.27270	183702	0	20
2008.11.02	1.27660	1.31140	1.25260	1.27170	165523	0	20
2008.11.09	1.28140	1.29270	1.23890	1.26040	176792	0	20
2008.11.16	1.25360	1.28130	1.24230	1.25870	153509	0	20
2008.11.23	1.26070	1.30800	1.25630	1.26900	120289	0	20
2008.11.30	1.26940	1.28470	1.25520	1.27180	75433	0	20
2008.12.07	1.27200	1.34140	1.27140	1.33690	70511	0	20
2008.12.14	1.33900	1.47190	1.33900	1.39070	129742	0	20
2008.12.21	1.39200	1.41240	1.39030	1.40270	62710	0	20
2008.12.28	1.40710	1.43620	1.38380	1.39230	53050	0	20
2009.01.04	1.38830	1.39620	1.33130	1.34720	112458	0	20
2009.01.11	1.34590	1.34620	1.30260	1.32660	156324	0	20
2009.01.18	1.33490	1.33850	1.27640	1.29730	154375	0	20
2009.01.25	1.29160	1.33270	1.27630	1.28120	791512	0	20
2009.02.01	1.27520	1.30690	1.27060	1.29390	657951	0	20
2009.02.08	1.29710	1.30930	1.27200	1.28620	174093	0	20
2009.02.15	1.27900	1.28840	1.25120	1.28260	117875	0	20
2009.02.22	1.28190	1.29910	1.26040	1.26660	113686	0	20
2009.03.01	1.26170	1.27540	1.24560	1.26530	105664	0	20
2009.03.08	1.26710	1.29570	1.25550	1.29290	110659	0	20
2009.03.15	1.28460	1.37370	1.28460	1.35811	127557	0	20
2009.03.22	1.36564	1.37350	1.32563	1.32866	237313	0	20
2009.03.29	1.32211	1.35167	1.31121	1.34849	235834	0	20
2009.04.05	1.35142	1.35806	1.30894	1.31866	196639	0	20
2009.04.12	1.31898	1.33915	1.30167	1.30426	196570	0	20
2009.04.19	1.30406	1.33002	1.28844	1.32413	253432	0	20
2009.04.26	1.32401	1.33848	1.29649	1.32636	258633	0	20
2009.05.03	1.32818	1.36497	1.32123	1.36347	416435	0	20
2009.05.10	1.36545	1.37214	1.34614	1.34947	428803	0	20
2009.05.17	1.34836	1.40498	1.34234	1.39974	355240	0	20
2009.05.24	1.40281	1.41678	1.37931	1.41597	409244	0	20
2009.05.31	1.41322	1.43378	1.39327	1.39673	490154	0	20
2009.06.07	1.39434	1.41710	1.38039	1.40153	449289	0	20
2009.06.14	1.39876	1.40112	1.37477	1.39372	435485	0	20
2009.06.21	1.39487	1.41375	1.38264	1.40551	437658	0	20
2009.06.28	1.40616	1.41965	1.39273	1.39797	375119	0	20
2009.07.05	1.39551	1.40715	1.38323	1.39353	394634	0	20
2009.07.12	1.39461	1.41652	1.38966	1.41008	382400	0	20
2009.07.19	1.41162	1.42907	1.41090	1.42016	394472	0	20
2009.07.26	1.42297	1.43036	1.40072	1.42561	368876	0	20
2009.08.02	1.42703	1.44465	1.41537	1.41825	345483	0	20
2009.08.09	1.41810	1.43267	1.40861	1.42022	333488	0	20
2009.08.16	1.41879	1.43751	1.40454	1.43249	347049	0	20
2009.08.23	1.43437	1.44049	1.42065	1.43022	279471	0	20
2009.08.30	1.43076	1.43760	1.41770	1.42950	238188	0	20
2009.09.06	1.43050	1.46330	1.43020	1.45700	137219	0	20
2009.09.13	1.45970	1.47652	1.45154	1.47106	253719	0	7
2009.09.20	1.46953	1.48427	1.46110	1.46881	258509	0	8
2009.09.27	1.47011	1.47193	1.44835	1.45740	275948	0	8
2009.10.04	1.45883	1.48150	1.45791	1.47300	254772	0	9
2009.10.11	1.47167	1.49656	1.46752	1.49035	259828	0	10
2009.10.18	1.48932	1.50595	1.48267	1.50072	271338	0	8
2009.10.25	1.50090	1.50617	1.46829	1.47185	279965	0	8
2009.11.01	1.47346	1.49160	1.46262	1.48462	273515	0	8
2009.11.08	1.48716	1.50475	1.48210	1.49019	264008	0	8
2009.11.15	1.49194	1.50147	1.48011	1.48614	291225	0	8
2009.11.22	1.48501	1.51437	1.48281	1.49869	262869	0	8
2009.11.29	1.50084	1.51399	1.48198	1.48560	251332	0	8
2009.12.06	1.48678	1.49028	1.45859	1.46138	297310	0	9
2009.12.13	1.46146	1.46850	1.42611	1.43352	224864	0	8
2009.12.20	1.43118	1.44173	1.42175	1.43538	131192	0	9
2009.12.27	1.43712	1.44573	1.42725	1.43306	125425	0	15
2010.01.03	1.43259	1.44830	1.42569	1.44085	216349	0	9
2010.01.10	1.44125	1.45785	1.43365	1.43857	229724	0	8
2010.01.17	1.43480	1.44131	1.40285	1.41363	250323	0	8
2010.01.24	1.41523	1.41938	1.38610	1.38611	252553	0	9
2010.01.31	1.38627	1.40255	1.35854	1.36776	237535	0	9
2010.02.07	1.36561	1.38380	1.35311	1.36309	249618	0	8
2010.02.14	1.36158	1.37881	1.34433	1.36116	225199	0	8
2010.02.21	1.36133	1.36913	1.34504	1.36310	231398	0	8
2010.02.28	1.36222	1.37351	1.34349	1.36198	228230	0	8
2010.03.07	1.36307	1.37954	1.35370	1.37678	162343	0	8
2010.03.14	1.37612	1.38171	1.35029	1.35301	184704	0	9
2010.03.21	1.35174	1.35687	1.32671	1.34075	205760	0	8
2010.03.28	1.34719	1.35904	1.33841	1.35030	176113	0	8
2010.04.04	1.34900	1.35378	1.32821	1.34984	170707	0	9
2010.04.11	1.36107	1.36913	1.34726	1.35017	208873	0	9
2010.04.18	1.34769	1.35222	1.32016	1.33811	200306	0	9
2010.04.25	1.33460	1.34147	1.31141	1.32936	243903	0	8
2010.05.02	1.33296	1.33326	1.25270	1.27518	298888	0	8
2010.05.09	1.29299	1.30934	1.23529	1.23566	314472	0	9
2010.05.16	1.23485	1.26711	1.21435	1.25712	374158	0	10
2010.05.23	1.25461	1.25622	1.21534	1.22720	266022	0	8
2010.05.30	1.22807	1.23487	1.19551	1.19671	272240	1237300000	8
2010.06.06	1.19460	1.21521	1.18758	1.21112	316404	0	8
2010.06.13	1.21188	1.24156	1.21155	1.23875	270708	0	8
2010.06.20	1.24291	1.24664	1.22090	1.23681	217772	0	8
2010.06.27	1.23781	1.26106	1.21495	1.25655	234190	0	7
2010.07.04	1.25558	1.27218	1.24796	1.26404	189642	0	7
2010.07.11	1.26413	1.30063	1.25219	1.29296	308877	0	7
2010.07.18	1.29040	1.30275	1.27318	1.29086	213396	0	7
2010.07.25	1.28940	1.31060	1.28761	1.30504	206938	0	8
2010.08.01	1.30596	1.33327	1.30533	1.32781	175776	0	6
2010.08.08	1.32880	1.33070	1.27494	1.27531	201495	0	7
2010.08.15	1.27650	1.29214	1.26634	1.27105	206021	0	7
2010.08.22	1.27050	1.27778	1.25874	1.27617	210442	0	5
2010.08.29	1.27641	1.28969	1.26250	1.28951	162228	0	5
2010.09.05	1.28934	1.29167	1.26434	1.26784	166897	0	5
2010.09.12	1.27050	1.31584	1.27040	1.30487	213717	0	7
2010.09.19	1.30460	1.34945	1.30288	1.34919	182346	0	6
2010.09.26	1.34820	1.37915	1.33810	1.37900	232903	0	6
2010.10.03	1.37877	1.40285	1.36367	1.39280	249632	0	7
2010.10.10	1.40020	1.41505	1.37752	1.39762	223958	0	8
2010.10.17	1.39727	1.40495	1.36975	1.39528	277699	0	7
2010.10.24	1.39516	1.40795	1.37338	1.39459	306137	0	7
2010.10.31	1.39703	1.42813	1.38636	1.40314	348701	0	8
2010.11.07	1.40538	1.40846	1.35735	1.36900	396564	0	8
2010.11.14	1.36829	1.37497	1.34475	1.36718	392533	0	8
2010.11.21	1.37355	1.37853	1.32003	1.32402	406871	0	9
2010.11.28	1.32750	1.34373	1.29694	1.34136	458788	0	9
2010.12.05	1.34078	1.34216	1.31645	1.32262	424403	0	7
2010.12.12	1.32052	1.34966	1.31328	1.31873	385836	0	4
2010.12.19	1.31661	1.32006	1.30549	1.31209	299467	0	8
2010.12.26	1.31129	1.34223	1.30718	1.33827	269494	0	9
2011.01.02	1.33443	1.34330	1.29044	1.29055	383714	0	8
2011.01.09	1.28939	1.34562	1.28736	1.33875	405633	0	8
2011.01.16	1.33704	1.36238	1.32448	1.36196	426252	0	6
2011.01.23	1.36097	1.37573	1.35399	1.36102	447361	0	5
2011.01.30	1.35800	1.38607	1.35436	1.35800	402459	0	8
2011.02.06	1.35686	1.37424	1.34972	1.35513	278582	0	8
2011.02.13	1.35240	1.37138	1.34279	1.36923	322173	0	8
2011.02.20	1.36886	1.38372	1.35278	1.37523	354659	0	7
2011.02.27	1.37470	1.40052	1.37110	1.39863	359458	0	7
2011.03.06	1.39921	1.40354	1.37519	1.39016	359940	0	5
2011.03.13	1.39507	1.41831	1.38550	1.41793	416914	0	8
2011.03.20	1.41808	1.42479	1.40534	1.40868	330571	0	8
2011.03.27	1.40463	1.42448	1.40204	1.42344	326961	0	7
2011.04.03	1.42312	1.44869	1.41511	1.44823	325238	0	6
2011.04.10	1.44530	1.45193	1.43647	1.44285	348475	0	7
2011.04.17	1.44162	1.46478	1.41574	1.45597	326017	0	7
2011.04.24	1.45604	1.48809	1.44929	1.48062	311532	14575658000	7
2011.05.01	1.48249	1.49385	1.43117	1.43149	375582	0	7
2011.05.08	1.43656	1.44407	1.40672	1.41170	376884	0	8
2011.05.15	1.40753	1.43451	1.40478	1.41573	235100	0	7
2011.05.22	1.41318	1.43216	1.39692	1.43173	346292	0	8
2011.05.29	1.43099	1.46420	1.42567	1.46327	342030	0	7
2011.06.05	1.46269	1.46955	1.43223	1.43458	283803	0	6
2011.06.12	1.43270	1.44971	1.40731	1.42858	413507	0	7
2011.06.19	1.42747	1.44407	1.41265	1.41865	406219	0	6
2011.06.26	1.41875	1.45501	1.41023	1.45246	373990	0	6
2011.07.03	1.45366	1.45769	1.42059	1.42632	366657	0	5
2011.07.10	1.42236	1.42808	1.38371	1.41566	474565	0	7
2011.07.17	1.41208	1.44375	1.40138	1.43580	500747	0	7
2011.07.24	1.43997	1.45350	1.42293	1.43945	402186	42079361000	5
2011.07.31	1.43607	1.44526	1.40553	1.42804	476302	46180586000	7
2011.08.07	1.43705	1.44006	1.41039	1.42479	568034	0	4
2011.08.14	1.42639	1.45167	1.42585	1.43950	467630	0	6
2011.08.21	1.43735	1.45008	1.43283	1.44984	418218	0	4
2011.08.28	1.44916	1.45482	1.41839	1.42037	428297	251457613316	6
2011.09.04	1.41571	1.42544	1.36272	1.36532	479792	0	6
2011.09.11	1.35783	1.39359	1.34989	1.37941	544412	0	6
2011.09.18	1.36761	1.37953	1.33856	1.34974	569330	0	4
2011.09.25	1.35078	1.36892	1.33624	1.33846	565075	0	4
2011.10.02	1.33447	1.35241	1.31458	1.33755	575815	0	2
2011.10.09	1.33863	1.38936	1.33774	1.38780	498006	0	6
2011.10.16	1.38782	1.39137	1.36526	1.38917	519353	0	6
2011.10.23	1.38686	1.42460	1.37997	1.41453	522590	0	6
2011.10.30	1.41501	1.41695	1.36085	1.37898	543775	0	6
2011.11.06	1.38160	1.38580	1.34837	1.37672	494669	0	5
2011.11.13	1.37759	1.37919	1.34213	1.35222	521416	0	4
2011.11.20	1.35214	1.35678	1.32119	1.32375	459859	0	4
2011.11.27	1.33095	1.35449	1.32587	1.33898	444935	0	4
2011.12.04	1.34094	1.34851	1.32810	1.33842	418893	0	4
2011.12.11	1.33636	1.33759	1.29462	1.30419	418630	0	6
2011.12.18	1.30328	1.31956	1.29828	1.30451	349511	0	3
2011.12.25	1.30487	1.30824	1.28577	1.29565	286579	0	5
2012.01.01	1.29443	1.30762	1.26972	1.27188	373701	0	5
2012.01.08	1.26923	1.28778	1.26241	1.26754	416779	0	5
2012.01.15	1.26383	1.29854	1.26254	1.29298	414711	0	5
2012.01.22	1.28808	1.32330	1.28807	1.32189	399132	0	4
2012.01.29	1.32148	1.32206	1.30257	1.31561	418856	0	4
2012.02.05	1.31211	1.33199	1.30278	1.31957	426978	0	5
2012.02.12	1.32380	1.32833	1.29745	1.31418	427567	0	5
2012.02.19	1.32026	1.34856	1.31821	1.34478	388764	0	4
2012.02.26	1.34595	1.34851	1.31876	1.31979	411748	0	5
2012.03.04	1.31953	1.32904	1.30961	1.31221	388769	0	5
2012.03.11	1.31160	1.31905	1.30032	1.31735	359095	0	5
2012.03.18	1.31797	1.32916	1.31343	1.32690	341352	0	5
2012.03.25	1.32680	1.33848	1.31919	1.33408	348155	0	5
2012.04.01	1.33562	1.33801	1.30346	1.30911	333420	0	5
2012.04.08	1.30961	1.32122	1.30330	1.30764	353276	0	5
2012.04.15	1.30690	1.32262	1.29945	1.32170	380825	0	5
2012.04.22	1.31920	1.32695	1.31042	1.32514	353589	0	5
2012.04.29	1.32408	1.32828	1.30799	1.30832	306452	0	5
2012.05.06	1.30245	1.30645	1.29044	1.29162	391689	0	5
2012.05.13	1.28872	1.29038	1.26417	1.27783	390345	0	5
2012.05.20	1.27767	1.28230	1.24964	1.25153	431732	0	5
2012.05.27	1.25707	1.26235	1.22882	1.24325	429758	0	5
2012.06.03	1.24371	1.26243	1.23854	1.25160	436821	0	5
2012.06.10	1.26478	1.26677	1.24423	1.26361	437695	0	5
2012.06.17	1.27371	1.27468	1.25191	1.25677	439106	0	5
2012.06.24	1.25544	1.26918	1.24071	1.26655	420423	0	5
2012.07.01	1.26696	1.26703	1.22598	1.22875	376626	0	5
2012.07.08	1.22659	1.23331	1.21622	1.22485	379199	0	4
2012.07.15	1.22498	1.23214	1.21440	1.21551	379945	0	5
2012.07.22	1.21217	1.23889	1.20418	1.23211	433996	0	5
2012.07.29	1.23012	1.24011	1.21337	1.23848	397075	0	4
2012.08.05	1.23945	1.24422	1.22409	1.22884	374313	0	5
2012.08.12	1.22864	1.23849	1.22561	1.23327	336236	0	5
2012.08.19	1.23380	1.25885	1.22948	1.25109	345156	0	5
2012.08.26	1.25118	1.26360	1.24647	1.25783	271377	0	4
2012.09.02	1.25803	1.28165	1.25012	1.28154	318095	0	5
2012.09.09	1.28064	1.31676	1.27543	1.31286	350167	0	5
2012.09.16	1.31239	1.31706	1.29201	1.29788	361906	0	5
2012.09.23	1.29789	1.29798	1.28293	1.28595	337360	0	4
2012.09.30	1.28488	1.30708	1.28031	1.30391	308188	0	5
2012.10.07	1.30231	1.30246	1.28253	1.29503	285281	0	5
2012.10.14	1.29545	1.31384	1.28908	1.30230	289648	0	5
2012.10.21	1.30231	1.30824	1.28819	1.29385	277072	0	3
2012.10.28	1.29244	1.30199	1.28207	1.28333	226267	0	2
2012.11.04	1.28198	1.28757	1.26895	1.27106	316553	0	4
2012.11.11	1.27154	1.28010	1.26612	1.27418	291536	0	4
2012.11.18	1.27411	1.29896	1.27359	1.29729	279968	0	4
2012.11.25	1.29731	1.30267	1.28796	1.29848	286756	0	3
2012.12.02	1.29934	1.31253	1.28769	1.29261	274917	0	4
2012.12.09	1.28992	1.31727	1.28855	1.31622	258494	0	4
2012.12.16	1.31821	1.33076	1.31437	1.31867	266256	0	3
2012.12.23	1.31790	1.32833	1.31654	1.32146	153549	0	3
2012.12.30	1.32157	1.32992	1.29975	1.30677	221137	0	4
2013.01.06	1.30779	1.33644	1.30165	1.33416	256383	0	3
2013.01.13	1.33621	1.34031	1.32564	1.33195	269667	0	4
2013.01.20	1.33107	1.34785	1.32642	1.34629	253063	0	4
2013.01.27	1.34598	1.37106	1.34140	1.36391	278255	0	4
2013.02.03	1.36488	1.36532	1.33532	1.33614	300546	0	2
2013.02.10	1.33682	1.35193	1.33062	1.33585	261414	0	1
2013.02.17	1.33484	1.34316	1.31451	1.31907	182856	0	2
2013.02.24	1.31904	1.33183	1.29664	1.30180	232860	0	2
2013.03.03	1.30136	1.31341	1.29550	1.30042	138496	0	1
2013.03.10	1.29892	1.31069	1.29110	1.30754	233950	0	1
2013.03.17	1.29071	1.30095	1.28438	1.29867	272748	0	1
2013.03.24	1.29724	1.30479	1.27509	1.28148	217289	0	1
2013.03.31	1.28112	1.30397	1.27454	1.29915	208051	0	1
2013.04.07	1.29937	1.31380	1.29683	1.31082	221065	0	1
2013.04.14	1.31025	1.32015	1.30011	1.30510	274110	0	1
2013.04.21	1.30691	1.30933	1.29547	1.30267	228404	0	1
2013.04.28	1.30585	1.32427	1.30318	1.31131	210198	0	1
2013.05.05	1.31170	1.31944	1.29350	1.29853	200456	0	1
2013.05.12	1.29756	1.30293	1.27962	1.28363	226292	0	1
2013.05.19	1.28446	1.29980	1.28192	1.29278	272812	0	1
2013.05.26	1.29363	1.30614	1.28378	1.29956	277809	0	1
2013.06.02	1.29922	1.33045	1.29555	1.32168	312740	0	1
2013.06.09	1.31917	1.33898	1.31772	1.33445	305920	0	1
2013.06.16	1.33487	1.34158	1.30988	1.31209	298649	0	1
2013.06.23	1.31042	1.31508	1.29848	1.30078	290631	0	1
2013.06.30	1.30144	1.30780	1.28061	1.28291	261610	0	1
2013.07.07	1.28204	1.32066	1.27553	1.30651	304889	0	1
2013.07.14	1.30664	1.31781	1.29934	1.31408	243185	0	1
2013.07.21	1.31366	1.32968	1.31358	1.32765	226713	0	1
2013.07.28	1.32792	1.33446	1.31877	1.32798	234527	0	1
2013.08.04	1.32813	1.34002	1.32327	1.33387	210976	0	1
2013.08.11	1.33366	1.33798	1.32058	1.33279	210860	0	1
2013.08.18	1.33354	1.34518	1.32980	1.33788	224721	0	1
2013.08.25	1.33819	1.33986	1.31750	1.32195	200056	0	1
2013.09.01	1.32122	1.32270	1.31047	1.31766	172401	0	1
2013.09.08	1.31735	1.33244	1.31651	1.32932	168688	0	1
2013.09.15	1.33627	1.35685	1.33251	1.35217	178562	0	1
2013.09.22	1.35318	1.35642	1.34622	1.35216	159908	0	1
2013.09.29	1.34819	1.36455	1.34775	1.35565	181131	0	1
2013.10.06	1.35629	1.36070	1.34857	1.35372	167283	0	1
2013.10.13	1.35569	1.37036	1.34734	1.36853	175662	0	1
2013.10.20	1.36829	1.38320	1.36509	1.38020	158117	0	1
2013.10.27	1.38080	1.38171	1.34799	1.34858	180256	0	1
2013.11.03	1.34910	1.35472	1.32959	1.33644	175919	0	1
2013.11.10	1.33574	1.35046	1.33445	1.34943	178305	0	1
2013.11.17	1.34917	1.35770	1.33992	1.35554	182263	0	1
2013.11.24	1.35536	1.36214	1.34902	1.35901	159441	0	1
2013.12.01	1.35878	1.37061	1.35241	1.37045	198467	0	1
2013.12.08	1.37101	1.38105	1.36943	1.37376	173876	0	1
2013.12.15	1.37370	1.38111	1.36251	1.36700	197458	0	1
2013.12.22	1.36723	1.38930	1.36547	1.37462	105245	0	1
2013.12.29	1.37586	1.38189	1.35821	1.35874	156598	0	1
2014.01.05	1.35955	1.36871	1.35484	1.36665	200208	0	1
2014.01.12	1.36662	1.36992	1.35168	1.35405	189193	0	1
2014.01.19	1.35325	1.37393	1.35074	1.36752	198826	0	1
2014.01.26	1.36800	1.37163	1.34790	1.34849	222017	0	1
2014.02.02	1.34855	1.36425	1.34770	1.36342	224074	0	1
2014.02.09	1.36232	1.37145	1.35620	1.36918	168062	0	1
2014.02.16	1.37007	1.37730	1.36857	1.37380	148491	0	1
2014.02.23	1.37382	1.38241	1.36430	1.38016	170799	0	1
2014.03.02	1.37856	1.39146	1.37072	1.38746	183866	0	1
2014.03.09	1.38761	1.39666	1.38335	1.39134	325073	0	1
2014.03.16	1.39062	1.39474	1.37490	1.37933	317053	0	1
2014.03.23	1.37914	1.38757	1.37047	1.37513	342361	0	1
2014.03.30	1.37531	1.38201	1.36725	1.37014	327388	0	1
2014.04.06	1.37008	1.39057	1.36960	1.38844	263116	0	1
2014.04.13	1.38573	1.38645	1.37899	1.38068	163032	0	1
2014.04.20	1.38164	1.38545	1.37849	1.38330	148035	0	1
2014.04.27	1.38394	1.38889	1.37749	1.38689	180202	0	1
2014.05.04	1.38724	1.39932	1.37453	1.37577	232961	0	1
2014.05.11	1.37569	1.37747	1.36484	1.36933	206253	0	1
2014.05.18	1.36978	1.37337	1.36155	1.36280	154702	0	1
2014.05.25	1.36246	1.36681	1.35858	1.36339	135950	0	1
2014.06.01	1.36304	1.36769	1.35028	1.36423	212522	0	1
2014.06.08	1.36458	1.36685	1.35121	1.35379	197118	0	1
2014.06.15	1.35373	1.36433	1.35129	1.35995	183483	0	1
2014.06.22	1.35949	1.36510	1.35738	1.36488	166306	0	1
2014.06.29	1.36450	1.36969	1.35851	1.35944	90549	0	1
2014.07.06	1.35935	1.36506	1.35758	1.36032	151484	0	1
2014.07.13	1.36055	1.36401	1.34908	1.35203	214577	0	1
2014.07.20	1.35268	1.35484	1.34210	1.34288	221099	0	1
2014.07.27	1.34305	1.34446	1.33665	1.34264	215617	0	1
2014.08.03	1.34271	1.34323	1.33327	1.34094	228913	0	6
2014.08.10	1.34061	1.34148	1.33356	1.33975	200862	0	6
2014.08.17	1.33913	1.33988	1.32204	1.32381	198054	0	2
2014.08.24	1.31914	1.32204	1.31323	1.31323	181357	0	1
2014.08.31	1.31292	1.31600	1.29201	1.29510	210091	0	1
2014.09.07	1.29531	1.29791	1.28594	1.29643	295977	0	1
2014.09.14	1.29679	1.29951	1.28275	1.28284	260293	0	1
2014.09.21	1.28267	1.29012	1.26769	1.26825	287020	0	1
2014.09.28	1.26812	1.27149	1.25006	1.25145	285632	0	1
2014.10.05	1.25132	1.27914	1.25089	1.26272	348625	0	1
2014.10.12	1.26273	1.28868	1.26248	1.27591	453256	0	1
2014.10.19	1.27552	1.28397	1.26134	1.26681	363842	0	3
2014.10.26	1.26751	1.27701	1.24851	1.25231	399235	0	1
2014.11.02	1.25085	1.25772	1.23571	1.24535	494358	0	1
2014.11.09	1.24637	1.25462	1.23939	1.25215	463927	0	1
2014.11.16	1.25204	1.25991	1.23747	1.23892	392866	0	1
2014.11.23	1.23623	1.25310	1.23623	1.24498	278942	22224335000	1
2014.11.30	1.24613	1.25062	1.22707	1.22844	287048	0	1
2014.12.07	1.22828	1.24949	1.22472	1.24600	335435	428248938800	1
2014.12.14	1.24731	1.25696	1.22200	1.22224	351726	475662784000	1
2014.12.21	1.22230	1.22723	1.21644	1.21773	522167	778831584000	1
2014.12.28	1.21807	1.22209	1.19997	1.20014	199101	189085240000	1
2015.01.04	1.19454	1.19757	1.17536	1.18402	458565	0	9
2015.01.11	1.18481	1.18702	1.14594	1.15650	520065	0	9
2015.01.18	1.15524	1.16790	1.11145	1.12032	251059	0	6
2015.01.25	1.11492	1.14221	1.10970	1.12844	278771	26232873000	1
2015.02.01	1.13115	1.15332	1.12918	1.13102	349852	0	1
2015.02.08	1.12952	1.14421	1.12698	1.13919	330358	0	5
2015.02.15	1.13994	1.14496	1.12788	1.13785	314887	0	1
2015.02.22	1.13940	1.13952	1.11758	1.11957	296476	0	5
2015.03.01	1.11805	1.12402	1.08387	1.08433	300856	0	5
2015.03.08	1.08296	1.09061	1.04619	1.04910	401922	0	2
2015.03.15	1.04855	1.10415	1.04791	1.08189	435126	0	1
2015.03.22	1.08667	1.10515	1.07667	1.08841	414507	0	5
2015.03.29	1.08841	1.10261	1.07123	1.09679	327491	0	1
2015.04.05	1.10007	1.10348	1.05674	1.06030	329302	0	1
2015.04.12	1.06030	1.08481	1.05202	1.08089	431252	0	2
2015.04.19	1.08089	1.08996	1.06594	1.08700	452832	0	4
2015.04.26	1.08627	1.12896	1.08191	1.11967	549654	0	4
2015.05.03	1.11922	1.13918	1.10662	1.12085	190619	0	1
2015.05.10	1.12000	1.14661	1.11305	1.14466	422918	0	1
2015.05.17	1.14485	1.14485	1.10016	1.10141	500607	0	4
2015.05.24	1.10052	1.10089	1.08185	1.09895	504263	0	5
2015.05.31	1.09835	1.13793	1.08865	1.11163	662111	0	1
2015.06.07	1.11018	1.13855	1.10837	1.12621	808892	0	5
2015.06.14	1.12133	1.14360	1.11893	1.13483	683352	0	4
2015.06.21	1.13740	1.14097	1.11297	1.11713	671863	0	5
2015.06.28	1.10047	1.12776	1.09538	1.11038	714227	0	4
2015.07.05	1.09794	1.12153	1.09158	1.11541	787387	0	4
2015.07.12	1.10993	1.11963	1.08281	1.08299	695744	0	5
2015.07.19	1.08332	1.10180	1.08078	1.09762	756333	362240361000	4
2015.07.26	1.09759	1.11292	1.08931	1.09831	708373	974474696000	5
2015.08.02	1.09711	1.09957	1.08477	1.09640	680722	966121143000	5
2015.08.09	1.09623	1.12137	1.09250	1.11100	600900	819337173000	4
2015.08.16	1.11140	1.13884	1.10171	1.13865	729892	1017363513000	7
